SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513295,RUCHI STR AL,X ,Q,1.78,1.96,1.78,1.78,1.78,1.87,8,2710,4859.00,
513335,METALFORGE  ,B ,Q,24.40,24.90,24.05,24.45,24.15,24.75,110,4550,110622.00,
513349,AJMERA      ,B ,Q,234.40,244.00,233.00,240.60,241.80,238.05,424,17172,4075208.00,
513353,COCHIN MIN. ,X ,Q,104.00,106.00,101.05,101.05,101.05,106.35,56,4554,464305.00,
513361,ISW LTD     ,X ,Q,2.60,2.60,2.48,2.49,2.49,2.58,160,192863,482803.00,
513369,RAJKUMAR FRG,XT,Q,37.00,37.00,37.00,37.00,37.00,38.00,1,100,3700.00,
513375,CARBORUNDUM ,A ,Q,347.00,351.90,344.70,347.50,347.00,352.55,2187,8494,2955284.00,
513377,MINERAL&METL,A ,Q,57.00,57.00,55.35,55.65,55.65,57.80,963,185022,10350415.00,
513397,VALLABH STEL,X ,Q,30.40,30.40,30.40,30.40,30.40,31.95,4,563,17115.00,
513401,ASHIANA ISP.,X ,Q,29.30,32.00,29.30,29.35,29.35,30.50,10,600,17905.00,
513403,PM TELELINN ,X ,Q,2.16,2.16,2.06,2.06,2.06,2.16,14,12920,26765.00,
513414,SMPL        ,B ,Q,1.11,1.17,1.10,1.10,1.10,1.15,19,25299,28037.00,
513434,TATA METALIK,B ,Q,742.00,750.00,731.50,738.80,738.80,743.85,425,9067,6715513.00,
513436,SHAH ALLOYS ,B ,Q,41.70,41.75,40.05,41.75,41.75,39.80,62,22319,930043.00,
513446,MONNETISPA  ,B ,Q,16.80,16.95,14.90,15.15,15.15,16.90,711,167616,2646196.00,
513456,KANISHK ST. ,XT,Q,10.00,10.35,10.00,10.35,10.35,10.35,3,110,1135.00,
513472,SIMPLEX CAST,X ,Q,147.00,147.00,143.20,143.20,143.20,147.85,10,402,58099.00,
513488,SH.STEEL WIR,XT,Q,16.95,16.95,16.00,16.00,16.00,16.15,14,2880,48744.00,
513496,MEWAT ZINC  ,P ,Q,10.00,10.00,10.00,10.00,10.00,10.00,1,200,2000.00,
513498,SOUTH.MAGNES,P ,Q,20.60,20.60,20.60,20.60,20.60,21.65,1,100,2060.00,
513509,KALYANI FORG,T ,Q,288.00,290.00,288.00,289.65,288.00,287.75,10,840,242120.00,
513511,PANCH.STEEL ,X ,Q,39.15,39.15,37.20,37.30,37.30,39.15,23,7878,296503.00,
513515,S.R.INDUS.  ,XT,Q,25.10,26.00,24.75,26.00,26.00,26.00,27,16830,421371.00,
513517,STEELCAST   ,X ,Q,172.00,173.00,172.00,172.50,172.50,170.20,7,1675,289602.00,
513519,PITTI LAMIN.,B ,Q,82.10,83.90,81.00,83.10,83.50,83.35,106,15466,1270346.00,
513528,GLITTEK GRAN,XT,Q,2.35,2.54,2.35,2.54,2.54,2.42,8,4060,10122.00,
513532,PRADEEP MET.,X ,Q,91.00,93.95,91.00,91.70,91.70,93.30,7,411,37631.00,
513534,VARDHMAN IND,X ,Q,10.64,11.00,10.64,10.67,10.70,10.96,15,4701,50102.00,
513536,GNRL        ,X ,Q,23.00,23.00,23.00,23.00,23.00,23.00,4,122,2806.00,
513548,SHARDA ISPAT,XT,Q,89.35,93.45,89.35,93.35,93.35,94.00,3,116,10768.00,
513554,MAHA STEEL  ,B ,Q,63.90,63.90,61.50,62.30,62.50,64.40,28,1753,110420.00,
513558,REAL STRIPS ,XT,Q,12.05,12.05,12.05,12.05,12.05,12.29,1,500,6025.00,
513566,NOVA IRON&ST,XT,Q,7.02,7.15,6.73,6.75,6.75,7.06,9,312,2186.00,
513597,SURANA INDS ,T ,Q,2.09,2.31,2.09,2.31,2.31,2.20,5,10800,22726.00,
513599,HIND.COPPER ,A ,Q,64.20,64.20,62.70,62.95,62.95,64.45,1090,302544,19137640.00,
513605,SRIPIPES    ,B ,Q,328.10,328.20,321.00,321.60,321.60,331.80,227,11612,3764072.00,
513642,AXEL POLYMER,XT,Q,23.65,23.65,21.75,23.55,23.55,22.85,11,287,6329.00,
513683,NLCINDIA    ,A ,Q,85.40,85.40,82.55,83.85,83.75,85.35,492,62943,5296241.00,
513687,SPECTRA IND.,X ,Q,20.70,20.85,19.50,20.00,20.00,19.95,33,3272,65646.00,
513691,JMT AUTO LTD,B ,Q,4.34,4.34,4.01,4.06,4.09,4.22,114,123633,502040.00,
513693,KIC METALIKS,X ,Q,156.00,156.00,151.25,151.25,151.25,154.00,5,860,133317.00,
513703,KUMAR WIRE  ,XT,Q,46.25,46.25,46.25,46.25,46.25,46.10,2,85,3931.00,
513709,SHILP GRAVUR,X ,Q,145.00,159.70,135.30,152.20,152.00,141.00,575,33342,4982326.00,
513713,WHITEORG    ,X ,Q,104.20,106.75,100.00,101.25,102.45,105.15,157,9981,1017881.00,
513729,ARO GRANITE ,B ,Q,55.10,55.95,54.65,54.85,54.65,56.85,42,5114,282911.00,
514010,HIM.FIBRES  ,X ,Q,5.38,5.80,4.80,5.00,5.00,5.18,40,13563,71844.00,
514028,RAJKAMAL SYN,XT,Q,17.25,18.05,16.90,18.05,18.05,17.20,36,20350,349509.00,
514030,DEEPAK SPINN,X ,Q,83.25,84.00,83.00,83.00,83.00,85.45,7,102,8495.00,
514034,JBF IND.LTD ,B ,Q,90.00,90.00,83.10,84.25,84.25,90.65,1030,112959,9632671.00,
514036,LOY.TEX MILL,X ,Q,584.90,584.90,583.00,583.00,583.00,576.40,3,10,5839.00,
514043,HIMAT.SEIDE ,B ,Q,339.00,353.35,339.00,349.80,349.80,342.90,214,15546,5438550.00,
514045,BSL LTD.    ,B ,Q,55.40,55.40,54.30,55.05,55.40,52.80,68,13004,717150.00,
514087,PBM POLYTEX ,X ,Q,87.75,87.75,82.00,83.05,84.95,85.40,21,335,27712.00,
514138,SURYALATA SP,X ,Q,138.95,139.00,138.95,139.00,139.00,136.05,10,215,29880.00,
514142,TT LTD.     ,B ,Q,85.55,86.00,80.30,81.95,81.95,85.55,38,3971,329593.00,
514162,WELSPUN (I) ,A ,Q,59.10,59.85,57.60,57.95,57.95,59.45,628,157307,9201513.00,
514165,IND.ACRYLICS,X ,Q,14.15,14.30,13.65,13.90,13.85,14.40,185,143543,2029703.00,
514167,GANESH ECOSP,B ,Q,334.15,355.00,328.50,338.45,340.00,333.30,182,49915,16576989.00,
514175,VARDHMAN POL,B ,Q,18.80,19.20,17.85,18.25,18.25,19.30,132,21268,389432.00,
514183,BLA ROS IND ,XT,Q,44.00,46.45,44.00,44.95,46.45,45.50,39,10926,491278.00,
514211,SUMEET INDUS,B ,Q,14.60,15.95,13.60,15.55,15.55,14.50,2383,1296880,20315378.00,
514215,BINNY LTD.  ,X ,Q,218.00,218.00,208.80,210.35,210.80,216.45,48,2429,516821.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,100,19.00,
514223,RAMGOPAL POL,T ,Q,12.20,12.20,12.20,12.20,12.20,12.84,4,75,915.00,
514234,SANGAM INDIA,B ,Q,122.00,123.25,118.20,119.50,120.75,124.50,315,112353,13595331.00,
514264,SEASONS TEXT,SS,Q,20.40,22.25,20.40,22.20,22.20,21.45,59,9634,205654.00,
514266,ZENITH FIBRE,XT,Q,94.20,96.30,91.20,95.95,96.30,96.00,32,1772,165483.00,
514274,AARVEE DENIM,B ,Q,41.90,43.05,41.35,42.35,42.35,42.00,26,4491,188801.00,
514286,ASHIMA LTD. ,B ,Q,25.50,26.25,25.45,25.70,26.00,26.05,103,15929,410889.00,
514300,PIONEER EMB ,B ,Q,30.00,30.20,28.50,28.60,29.25,30.15,57,2543,74922.00,
514302,VIPPY SPIN. ,X ,Q,45.10,45.15,45.10,45.15,45.15,47.00,2,150,6770.00,
514316,RAGHUVIR SYN,XT,Q,151.00,151.00,151.00,151.00,151.00,155.00,1,75,11325.00,
514318,JATTAINDUS  ,P ,Q,22.60,22.60,22.60,22.60,22.60,23.75,1,100,2260.00,
514322,KAMADGIRI   ,X ,Q,93.10,114.95,93.10,114.40,114.40,115.50,31,1822,205029.00,
514326,PATSPIN INDI,B ,Q,13.30,14.20,13.15,13.50,13.50,13.65,37,19653,268827.00,
514330,OVERSEAS SYN,XT,Q,8.75,8.75,8.75,8.75,8.75,8.89,70,42287,370011.00,
514354,PREMIER POLY,B ,Q,45.00,45.00,45.00,45.00,45.00,43.00,2,73,3285.00,
514386,GUJ COTEX   ,X ,Q,2.09,2.09,2.09,2.09,2.09,2.20,2,1000,2090.00,
514394,AJIL        ,X ,Q,66.75,77.50,60.10,67.25,68.00,66.75,59,3416,224310.00,
514412,SARUPINDUS  ,X ,Q,59.95,59.95,54.50,56.00,56.00,60.00,29,11959,663055.00,
514418,MANORG      ,X ,Q,198.05,201.85,195.00,200.40,201.85,198.30,94,6771,1344020.00,
514450,MAHA.RUBTECH,X ,Q,48.95,51.00,48.95,49.70,48.95,49.20,12,607,29901.00,
514470,WIMSOME TEXT,B ,Q,41.00,44.00,40.15,41.00,41.00,41.00,21,1188,49708.00,
514474,FAIRDEAL FIL,X ,Q,65.00,69.20,65.00,68.00,68.00,66.00,15,1800,123252.00,
515030,ASAHI IN.GLA,B ,Q,332.15,333.50,331.00,332.45,331.00,332.55,52,1942,645068.00,
515037,MURD.CERAM  ,B ,Q,31.35,32.00,31.15,31.75,31.80,32.65,69,9017,286157.00,
515043,SAINT-GOBAIN,X ,Q,54.50,54.50,53.50,53.85,53.85,54.25,178,31275,1682973.00,
515055,ANANTRAJ    ,B ,Q,47.35,48.25,46.60,46.90,46.90,48.10,789,146360,6934756.00,
515059,MADHUS.IND. ,XT,Q,15.65,15.65,15.60,15.60,15.60,16.40,3,201,3138.00,
515085,RESTILE CER.,X ,Q,7.35,7.35,6.35,6.54,6.54,6.39,14,2660,18425.00,
515093,MADHAV MARB.,B ,Q,50.00,50.00,49.40,49.40,49.40,51.70,19,2331,115313.00,
515127,RAMASIGNS   ,X ,Q,20.05,20.05,16.75,17.50,19.45,18.30,14,912,16224.00,
515145,HIND.NAT.GLS,B ,Q,108.00,117.30,105.00,107.40,107.90,106.00,17,523,56333.00,
515147,HALDYN GLASS,X ,Q,39.00,39.00,37.30,37.75,38.50,38.35,130,53359,2019156.00,
516003,SARDA PLY.  ,ST,Q,106.00,111.30,100.70,101.00,101.00,106.00,18,2964,301737.00,
516007,MANGALAM TIM,B ,Q,22.65,22.70,21.70,22.40,22.40,22.55,31,7926,176413.00,
516016,SHREYANS IND,B ,Q,144.20,149.45,142.00,147.45,149.45,143.55,73,4753,695714.00,
516022,STAR PAPER  ,B ,Q,206.00,206.40,198.65,199.65,199.65,204.00,195,11205,2256009.00,
516030,YASH PAPERS ,X ,Q,67.00,69.50,66.15,68.25,68.25,67.10,263,41576,2817151.00,
516064,ARROWGREEN  ,B ,Q,303.95,345.00,287.00,323.15,323.15,300.90,3624,82445,26672674.00,
516072,VISHNU CHEM ,B ,Q,274.90,280.00,265.05,275.65,275.00,271.30,10,457,125429.00,
516078,JUMBO BAG   ,Z ,Q,13.25,13.30,13.25,13.30,13.30,13.90,2,261,3470.00,
516082,N.R.AGARWAL ,B ,Q,417.15,418.00,409.45,414.95,411.10,428.75,206,11239,4661719.00,
516086,SH.RAJES.PAP,XT,Q,12.21,12.21,12.21,12.21,12.21,12.85,2,700,8547.00,
516092,PUDMJEE IND ,B ,Q,12.25,13.20,12.25,13.20,13.20,13.60,7,2055,26542.00,
516096,SANGAL PAPER,XT,Q,94.00,103.00,93.35,93.35,93.35,98.25,12,1385,134881.00,
516106,SH.KARTHIK P,X ,Q,16.00,16.80,15.20,16.45,16.80,16.00,22,7895,124905.00,
516108,S.I.PAPER   ,XT,Q,111.00,119.70,109.25,118.65,119.00,115.00,33,4960,562173.00,
516110,SCANDENT    ,XT,Q,18.05,19.25,18.05,18.50,18.50,18.35,11,27319,505357.00,
517015,VINDHYA TELE,B ,Q,1023.65,1055.95,1023.65,1050.35,1049.00,1053.75,39,1170,1226047.00,
517035,RUTTONSHA IN,X ,Q,48.00,50.40,47.25,47.30,47.30,48.30,17,1343,65747.00,
517041,ADORWELDING ,B ,Q,383.00,387.15,370.25,374.70,370.25,384.90,68,1594,603525.00,
517059,SALZER ELEC ,B ,Q,195.50,200.00,192.10,198.85,198.85,199.10,70,3465,678781.00,
517063,JETINFOTRAN ,X ,Q,58.10,59.00,58.10,58.10,58.10,56.25,5,494,28806.00,
517080,HIGHGROUND  ,B ,Q,9.80,10.19,9.55,9.78,9.78,9.79,70,40040,390135.00,
517119,PCS TECH    ,X ,Q,19.10,19.10,19.10,19.10,19.10,19.40,5,232,4431.00,
517140,MOSER BEAR  ,T ,Q,3.60,3.69,3.50,3.51,3.55,3.60,80,45614,161594.00,
517146,USHA MART.LT,B ,Q,19.10,19.20,17.90,18.30,18.30,19.05,247,129606,2394974.00,
517164,ZENITH COMP.,XT,Q,1.45,1.57,1.43,1.43,1.43,1.50,5,358,527.00,
517166,SPEL SEMICON,X ,Q,11.55,11.55,10.75,11.44,11.17,11.00,29,11720,133592.00,
517168,SUBROS LTD. ,B ,Q,292.10,296.30,289.00,290.50,290.50,297.00,232,5544,1618976.00,
517174,HONEYWELL   ,B ,Q,16434.15,17154.05,16002.65,16861.90,16850.00,16466.00,355,754,12509286.00,
517206,LUMAX IND   ,B ,Q,2184.40,2201.00,2150.00,2179.40,2159.50,2169.55,59,3108,6782975.00,
517214,SPICEMOBI   ,B ,Q,16.85,16.85,16.15,16.70,16.70,16.75,8,902,14962.00,
517224,SUJANA INDUS,T ,Q,0.65,0.66,0.65,0.66,0.66,0.65,12,33953,22184.00,
517230,PREM.AU.ELEC,T ,Q,7.20,7.20,7.20,7.20,7.20,7.20,1,1,7.00,
517236,CALCOM VISIO,X ,Q,13.20,13.67,12.92,13.65,13.65,13.34,10,1830,23957.00,
517258,PRECISION EL,ST,Q,30.45,30.45,30.45,30.45,30.45,32.05,3,75,2283.00,
517271,HBL P SYS   ,B ,Q,45.70,47.05,44.20,44.95,44.95,46.65,321,64841,2932817.00,
517288,GUJARATPOLY ,XT,Q,13.95,13.95,13.95,13.95,13.95,13.30,32,18316,255508.00,
517300,GUJ.IND.POW.,B ,Q,99.85,99.85,96.75,97.10,96.75,99.50,111,7940,779892.00,
517330,CMI LTD.    ,B ,Q,218.80,225.00,209.30,212.70,215.00,220.15,202,6498,1413002.00,
517334,MOTHERSON SS,A ,Q,315.40,320.75,309.25,311.75,311.75,314.15,3058,533532,167222041.00,
517344,MINDTECK (I),B ,Q,60.45,60.45,51.50,52.15,52.15,52.95,63,6912,366503.00,
517354,HAVELLSINDIA,A ,Q,493.90,495.85,486.75,487.75,487.75,493.90,690,34864,17127574.00,
517370,INCAP LTD.  ,XT,Q,91.45,91.45,90.00,90.40,90.00,87.55,4,391,35632.00,
517372,GUJ.INTRUX  ,X ,Q,105.00,105.00,95.00,95.45,95.00,100.00,20,626,59924.00,
517380,IGARSHI MOT ,B ,Q,810.00,814.00,802.55,808.00,808.00,807.00,31,421,339500.00,
517385,SYMPHONY    ,A ,Q,1770.45,1844.00,1761.85,1788.35,1788.35,1750.40,873,6452,11612207.00,
517411,SHYAM TELEC.,B ,Q,20.85,20.85,20.85,20.85,20.85,21.90,1,5,104.00,
517415,LEE&NEE SOFT,XT,Q,3.00,3.00,2.94,2.94,2.94,3.00,8,589,1731.00,
517417,PATEL AIRTEM,X ,Q,165.50,168.50,161.00,162.70,164.95,165.90,59,2618,434465.00,
517421,BFLYGANDHI  ,B ,Q,510.00,525.00,501.90,520.85,525.00,514.40,83,1626,832216.00,
517429,ATHENAGLO   ,XT,Q,14.50,14.50,14.50,14.50,14.50,14.90,1,200,2900.00,
517437,DUTRON POLY.,XT,Q,135.00,135.00,135.00,135.00,135.00,129.00,1,6,810.00,
517447,R.S.SOFTWARE,B ,Q,54.00,54.00,50.40,50.75,50.50,52.95,67,8838,454666.00,
517449,MAGNA ELECTR,X ,Q,165.00,165.00,161.50,162.40,162.00,168.20,53,3785,618249.00,
517467,MARSONS     ,XT,Q,3.63,3.63,3.29,3.29,3.29,3.46,48,96640,343075.00,
517477,ELNET TECH. ,X ,Q,144.05,150.00,140.00,150.00,150.00,150.00,49,4811,689960.00,
517481,APTL        ,XT,Q,4.65,5.00,4.59,4.60,4.60,4.83,20,34334,158199.00,
517498,WEBELSOLAR  ,B ,Q,88.60,96.10,87.60,88.25,88.25,91.05,688,90027,8120886.00,
517500,ROTO PUMPS  ,X ,Q,86.10,87.95,83.35,84.80,84.80,88.00,216,20623,1764247.00,
517506,TTK PRESTIGE,A ,Q,6289.95,6313.25,6170.00,6190.70,6190.70,6362.50,85,309,1924051.00,
517514,DHINDIA     ,XT,Q,19.50,20.95,19.50,20.95,20.95,20.50,24,4145,82153.00,
517518,LEEL        ,B ,Q,240.00,241.80,236.50,237.90,239.50,242.85,262,16172,3870794.00,
517522,RAJ GLO WIR ,X ,Q,517.00,531.00,517.00,521.20,520.15,517.75,42,1114,584240.00,
517530,SURANATP    ,B ,Q,4.50,4.60,4.40,4.42,4.42,4.57,6,3533,15955.00,
517536,ONWARD TECHN,B ,Q,89.20,90.35,86.25,87.40,87.00,90.10,52,5340,469463.00,
517544,CENTUM ELEC ,B ,Q,506.00,520.00,484.00,507.25,515.00,495.50,105,2025,1010096.00,
517546,ALFA TRANSFO,X ,Q,36.40,36.50,36.40,36.50,36.50,34.80,18,6800,248152.00,
517548,STARLITE COM,X ,Q,48.35,50.00,45.00,49.05,49.05,47.30,200,43497,2057727.00,
517554,NHCFOODS    ,XT,Q,13.95,13.95,13.10,13.35,13.90,13.75,36,8073,107199.00,
517556,PVP VENT LTD,B ,Q,5.45,5.70,5.45,5.70,5.70,5.43,25,24738,139696.00,
517562,TRIGYN TECH ,B ,Q,131.50,134.50,128.55,129.20,129.20,132.85,163,15513,2017288.00,
517569,KEI INDUST. ,B ,Q,379.00,385.95,376.50,384.80,384.00,381.00,460,14566,5572320.00,
517571,IMPPOWERS   ,B ,Q,89.00,89.00,89.00,89.00,89.00,90.50,1,90,8010.00,
518011,KEERTHI     ,XT,Q,112.25,122.40,112.25,122.00,122.00,118.00,14,326,38147.00,
518029,GUJ.SIDH.CEM,T ,Q,27.00,27.45,26.40,26.80,26.80,27.05,21,12041,322583.00,
518091,ANJANI PORTL,B ,Q,169.90,182.95,169.00,170.00,182.95,174.15,20,6804,1165597.00,
519003,MODINATURAL ,X ,Q,100.00,110.00,95.00,102.50,100.00,97.10,51,8089,825306.00,
519091,TASTY BITE  ,B ,Q,7401.00,7586.10,7380.05,7463.20,7499.90,7572.85,182,482,3589934.00,
519097,RITESH INTER,XT,Q,8.86,8.86,8.86,8.86,8.86,8.86,2,2201,19500.00,
519105,AVT NATURAL ,B ,Q,37.50,37.55,35.80,36.00,36.20,37.30,293,83776,3048373.00,
519126,HIND.FOODS  ,XT,Q,283.00,297.00,283.00,294.00,295.00,291.95,20,1365,400648.00,
519136,NAHAR INDUST,B ,Q,73.65,74.30,71.25,71.90,71.85,73.60,126,11624,848106.00,
519152,VADILAL ENT ,XT,Q,1050.00,1101.55,1050.00,1050.00,1050.00,1080.00,4,17,17901.00,
519156,VADILAL IND ,B ,Q,845.85,863.65,842.80,846.75,846.75,851.80,102,930,793001.00,
519183,ADF FOODS LT,B ,Q,203.90,205.50,199.00,201.05,201.05,203.00,490,31538,6361494.00,
519214,WILLIAM.FIN.,XT,Q,28.50,28.90,28.50,28.90,28.90,27.55,2,386,11015.00,
519216,AJANTA SOYA ,X ,Q,48.85,48.85,44.25,47.25,47.45,47.05,26,1769,81793.00,
519224,WILLIAM.MAGO,T ,Q,85.00,85.00,85.00,85.00,85.00,86.85,3,13,1105.00,
519230,RICHIRICH   ,X ,Q,1.95,1.95,1.81,1.81,1.81,1.90,3,1000,1880.00,
519238,SAPTARISHI A,P ,Q,7.03,7.03,7.03,7.03,7.03,6.97,2,1500,10545.00,
519248,JVL AGRO    ,B ,Q,21.60,22.10,21.45,21.75,21.75,22.00,108,27047,585560.00,
519260,SANWARIA    ,B ,Q,19.45,19.95,18.85,19.95,19.95,19.00,1160,1154717,22740133.00,
519262,PRIMA AGRO L,XT,Q,33.80,33.80,33.80,33.80,33.80,33.80,3,1700,57460.00,
519279,MADHUR IND  ,X ,Q,11.78,11.78,11.78,11.78,11.78,12.39,1,1725,20320.00,
519287,MODERN DAIRI,XT,Q,6.72,7.39,6.72,6.80,6.80,7.07,24,10950,75808.00,
519295,BAMBINO AGRO,XT,Q,216.70,227.40,211.35,212.00,212.00,216.70,15,576,122616.00,
519307,VIKAS WSP   ,X ,Q,13.00,13.10,12.40,12.45,12.70,12.90,247,174040,2193668.00,
519359,POONA DAL   ,X ,Q,55.85,55.85,54.00,54.00,54.00,56.00,35,1066,57851.00,
519383,ANIK INDS   ,B ,Q,31.10,32.95,31.00,31.15,31.15,32.80,20,132835,4140092.00,
519421,KSE LIMITED ,XT,Q,2734.95,2734.95,2598.25,2622.50,2606.00,2734.95,168,2113,5532648.00,
519455,NARBADA     ,XT,Q,25.30,25.30,22.90,23.05,24.50,24.10,13,2100,48764.00,
519457,VIRAT CRANE ,X ,Q,53.00,56.00,53.00,54.95,54.00,55.40,12,2492,134626.00,
519475,CHORDIA FOOD,XT,Q,142.60,142.60,137.75,138.00,138.00,145.00,5,216,30330.00,
519477,CIANAGRO    ,P ,Q,44.95,44.95,44.00,44.00,44.00,42.90,2,200,8895.00,
519483,TAI INDUST. ,ST,Q,19.70,19.70,19.70,19.70,19.70,20.70,4,1250,24625.00,
519491,OCEAN AGRO  ,X ,Q,21.50,22.55,21.50,22.55,22.55,21.50,2,5050,113825.00,
519500,BKV INDUSTRS,XT,Q,1.55,1.60,1.55,1.60,1.60,1.60,3,1100,1755.00,
519552,HERITGFOOD  ,B ,Q,708.00,713.60,676.15,689.50,689.50,707.70,84,851,597518.00,
519560,NEHA INTER. ,SS,Q,6.45,6.45,6.03,6.43,6.43,6.31,21,8530,53763.00,
519566,SIMRAN FARMS,XT,Q,125.10,129.00,122.10,129.00,129.00,127.10,16,1459,181748.00,
519570,LAKSHMI OVER,B ,Q,18.10,18.95,18.00,18.00,18.00,18.90,118,14471,262668.00,
519600,CCL PRODUCTS,B ,Q,278.05,281.65,276.15,278.35,278.90,282.75,120,8523,2367064.00,
519602,KELLTONTEC  ,B ,Q,65.50,65.50,63.45,64.95,64.60,62.45,218,27810,1798970.00,
520008,RICO AUTO   ,B ,Q,80.00,80.00,78.00,78.65,78.15,80.10,337,38499,3034431.00,
520021,OMAX AUTOS. ,T ,Q,136.00,139.90,132.20,135.65,136.00,136.00,55,4063,555383.00,
520043,MUNJAL SHOWA,B ,Q,208.00,210.20,198.00,204.45,198.00,208.30,138,11075,2299595.00,
520051,JAMNA AUTO  ,B ,Q,78.90,79.80,78.50,78.65,78.65,79.35,560,76568,6058641.00,
520056,SUNDAR.CLAY ,B ,Q,4853.25,4899.90,4800.00,4874.65,4899.75,4945.90,37,124,603351.00,
520057,SONA KOYO ST,B ,Q,95.75,99.10,94.40,98.50,99.10,95.75,158,13629,1327756.00,
520059,MUNAUTO     ,B ,Q,71.55,72.75,71.10,71.65,71.65,74.45,109,8453,607171.00,
520066,JAYBH.MARUTI,B ,Q,392.00,392.00,368.15,372.95,372.95,390.45,929,18796,7108744.00,
520073,RACLGEAR    ,X ,Q,57.40,57.45,55.50,56.60,55.50,56.25,39,6174,348224.00,
520075,SAMKRG PIST.,X ,Q,271.55,281.80,265.50,269.95,269.95,272.75,106,5668,1551903.00,
520077,AMTEK AUTO  ,B ,Q,21.50,21.50,20.50,20.90,21.00,21.50,361,163700,3435304.00,
520081,EAST C.STEEL,P ,Q,58.00,58.00,58.00,58.00,58.00,60.00,2,7000,406000.00,
520086,SICAL LOG   ,B ,Q,227.95,230.00,214.00,216.40,216.40,214.35,292,9254,2033496.00,
520111,RATNAMNI MET,B ,Q,860.00,868.00,851.05,854.50,851.20,858.75,24,217,185712.00,
520113,VESUVIUS IND,B ,Q,1256.95,1315.00,1250.00,1307.90,1315.00,1265.55,28,148,190940.00,XD
520119,AUTOMOTIVE S,B ,Q,79.00,80.20,76.50,76.80,77.05,80.00,31,3437,265023.00,
520123,ABC INDIA   ,X ,Q,118.00,127.00,116.00,123.50,123.50,113.30,314,74326,8947764.00,
520127,BALURGHAT TE,XT,Q,3.67,3.67,3.67,3.67,3.67,3.51,1,1000,3670.00,
520139,JAGSON AIRLI,XT,Q,2.25,2.38,2.16,2.38,2.38,2.27,3,1200,2623.00,
520151,SHREY SH LOG,B ,Q,500.00,520.05,495.50,510.40,510.40,502.45,35,1570,792381.00,
520155,STARLOG     ,X ,Q,46.20,46.20,46.20,46.20,46.20,44.00,4,101,4666.00,
521014,EUROTEX IND ,B ,Q,34.50,34.70,33.05,33.30,33.05,32.95,9,2567,86207.00,
521016,INDO COUNT  ,A ,Q,84.00,87.00,82.25,84.85,86.15,84.90,623,60854,5092230.00,
521018,MARAL OVERS ,B ,Q,30.70,31.15,30.70,30.85,30.80,31.75,29,5831,180361.00,
521030,NAKODA      ,T ,Q,0.31,0.31,0.30,0.31,0.31,0.31,5,3209,989.00,
521034,SOMA TEXTILE,B ,Q,11.50,11.50,11.00,11.19,11.19,11.26,6,1800,19967.00,
521054,KAKATIYA TEX,XT,Q,2.40,2.40,2.40,2.40,2.40,2.40,1,100,240.00,
521064,TRIDENT     ,A ,Q,60.90,60.90,59.05,59.40,59.40,60.95,582,163117,9783600.00,
521070,ALOK INDS.  ,T ,Q,2.99,2.99,2.99,2.99,2.99,2.85,184,1900995,5683975.00,
521082,SPENTEX INDS,T ,Q,3.85,4.25,3.85,4.25,4.25,4.05,17,10974,46634.00,
521097,AMARJOTHI SP,X ,Q,118.40,123.00,116.60,118.35,118.00,122.85,145,18385,2189428.00,
521105,OLYMPIA IND.,XT,Q,104.00,104.00,104.00,104.00,104.00,104.00,3,80,8320.00,
521109,NAGREEKA EXP,B ,Q,26.75,28.00,26.75,27.50,27.50,27.95,12,16840,455921.00,
521113,SUDITI IND. ,XT,Q,61.00,64.15,59.00,60.30,64.15,61.90,14,2655,158871.00,
521127,KHATOR FIBRE,XT,Q,11.97,11.97,11.97,11.97,11.97,11.40,4,1000,11970.00,
521141,ADITYA SPIN.,XT,Q,8.68,8.68,8.25,8.25,8.25,8.68,2,115,955.00,
521149,PRIME URBAN ,X ,Q,17.30,17.30,16.00,16.10,16.00,15.45,32,6934,115115.00,
521151,DHANLXMI FAB,X ,Q,27.35,27.40,27.35,27.40,27.40,28.75,2,26,711.00,
521161,SRI LAK.SAR.,XT,Q,17.85,18.10,17.85,18.10,18.10,18.10,2,4150,74765.00,
521163,ZODIAC CLOTH,B ,Q,161.00,171.95,161.00,166.15,166.15,166.70,40,2872,480187.00,
521167,FRONT BUSS  ,X ,Q,9.35,9.35,8.62,8.62,8.62,9.06,19,17211,152296.00,
521180,SUPER SPIN. ,B ,Q,11.92,11.92,11.36,11.73,11.92,11.55,30,17415,205512.00,
521194,SIL INVEST  ,B ,Q,371.75,371.75,341.45,347.90,347.90,358.55,51,1278,447067.00,
521200,SURYLAK.COTT,B ,Q,65.50,65.50,63.05,63.45,63.30,66.30,27,3724,237454.00,
521206,SAMTEX FASH.,X ,Q,3.29,3.49,3.20,3.26,3.20,3.31,39,32208,105915.00,
521216,DHAN ROTO SP,XT,Q,49.00,49.00,45.00,45.00,45.00,46.70,8,309,14717.00,
521220,DAMOINDUS   ,B ,Q,123.05,131.10,123.05,129.00,129.00,132.00,15,920,120066.00,
521222,SANBLUE     ,X ,Q,4.26,4.26,4.26,4.26,4.26,4.06,2,2225,9478.00,
