SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1282.55,1298.40,1275.30,1286.60,1286.60,1279.20,344,2429,3122487.00,
500003,AEGIS LOGIS ,A ,Q,263.00,263.85,255.00,258.85,259.30,261.75,269,9557,2479741.00,
500008,AMAR RAJA BA,A ,Q,790.60,805.00,786.45,797.50,797.50,794.55,468,11725,9367847.00,
500009,A.SARABHAI  ,X ,Q,10.70,10.72,10.31,10.64,10.72,10.29,32,12676,133433.00,
500010,HDFC        ,A ,Q,1825.00,1831.40,1812.95,1824.40,1827.00,1821.95,1334,67435,122894407.00,
500012,ANDHRA PETRO,X ,Q,53.00,57.50,52.30,57.40,57.40,54.80,460,144692,8122864.00,
500013,ANSAL INFRAS,B ,Q,19.35,20.25,19.30,19.45,19.40,19.90,111,21469,420639.00,
500014,APPLE FINANC,XT,Q,2.54,2.65,2.42,2.65,2.65,2.54,20,4202,10443.00,
500016,ARUNA HOTEL ,XT,Q,12.50,13.12,12.50,13.12,13.12,5.00,3,400,5186.00,
500020,BOM DYEING  ,A ,Q,240.90,245.65,236.65,239.35,239.35,242.20,4366,710134,170605312.00,
500023,ASIANHOTNR  ,T ,Q,290.10,303.00,290.05,302.00,302.00,301.60,6,515,154492.00,
500024,ASSAMCO     ,B ,Q,4.30,4.30,4.05,4.15,4.15,4.16,44,66027,270674.00,
500027,ATUL LTD.   ,A ,Q,2661.95,2661.95,2610.00,2622.00,2622.00,2668.40,62,366,960674.00,
500028,ATV PROJECTS,XT,Q,9.00,9.80,8.93,9.64,9.64,9.35,45,6470,59199.00,
500029,AUTOLITE(I) ,B ,Q,61.00,63.25,61.00,62.10,62.90,63.25,30,13557,837931.00,
500031,BAJAJ ELECT.,A ,Q,570.90,572.95,554.40,561.75,563.00,573.95,680,29195,16489295.00,
500032,BAJAJHIND   ,A ,Q,8.95,9.04,8.80,8.83,8.83,9.00,476,536280,4773245.00,
500033,FORCE MOTR  ,B ,Q,2745.00,2765.00,2730.00,2733.00,2733.00,2757.90,2337,22043,60489027.00,
500034,BAJFINANCE  ,A ,Q,1772.00,1790.00,1762.00,1769.75,1762.00,1771.10,2212,37890,67452091.00,
500038,BALRAM.CHINI,A ,Q,80.00,80.00,74.70,75.40,75.40,81.25,10958,2410105,186088392.00,
500039,BANCO PROD. ,B ,Q,213.60,213.60,210.95,211.75,212.00,213.45,68,5233,1108605.00,
500040,CENTURY TEXT,A ,Q,1143.55,1154.20,1128.50,1145.25,1145.25,1154.45,810,22049,25181230.00,
500041,BANNARI AMAN,B ,Q,1725.00,1725.00,1725.00,1725.00,1725.00,1680.00,3,16,27600.00,
500042,BASF INDIA  ,B ,Q,1956.95,1962.70,1893.30,1908.50,1908.50,1954.10,138,1081,2071920.00,
500043,BATA INDIA  ,A ,Q,736.00,754.50,726.10,730.00,728.00,739.35,1208,44375,32846020.00,
500048,BEML LTD    ,A ,Q,1050.00,1057.45,1038.00,1044.15,1044.15,1063.25,1097,29005,30377915.00,
500049,BHARAT ELECT,A ,Q,142.70,145.75,140.75,142.05,142.05,143.10,3338,780226,110903238.00,
500052,BHANSALI ENG,B ,Q,170.00,173.45,169.00,170.35,170.35,167.75,1163,152813,26127085.00,
500055,BHUSH STEEL ,B ,Q,40.90,41.10,40.00,40.30,40.30,41.80,1399,381971,15422830.00,
500058,BIHAR SPONGE,XT,Q,1.99,1.99,1.81,1.81,1.81,1.90,8,2772,5226.00,
500059,BINANI IND. ,B ,Q,85.95,85.95,82.50,83.75,82.50,84.75,139,16147,1362850.00,
500060,BIRLACABLE  ,B ,Q,61.00,63.70,60.00,60.95,60.15,62.05,39,3379,206716.00,
500067,BLUE STAR   ,A ,Q,757.10,767.55,747.10,754.00,753.00,764.10,316,3576,2708728.00,
500068,DISA INDIA  ,X ,Q,6125.00,6125.00,6002.00,6002.00,6002.00,6041.65,4,201,1231002.00,
500069,BNK CAPITAL ,X ,Q,94.95,95.00,93.00,93.00,93.00,95.45,20,1278,119876.00,
500074,BPL LTD.    ,B ,Q,73.00,73.00,70.15,70.60,70.60,73.55,393,46973,3359970.00,
500078,OAL         ,X ,Q,879.00,879.00,865.00,869.55,869.55,866.70,21,527,459247.00,
500083,CENTURY EXT ,B ,Q,4.85,4.95,4.59,4.77,4.79,4.83,26,16486,78271.00,
500084,CESC LTD.   ,A ,Q,956.00,999.00,956.00,967.65,960.65,973.80,1757,48303,47551218.00,
500085,CHAMBAL FERT,A ,Q,162.50,164.75,161.15,162.60,162.60,163.90,303,23075,3765700.00,
500086,EXIDE IND.  ,A ,Q,222.05,223.20,217.20,221.95,221.95,220.75,592,69100,15206865.00,
500087,CIPLA LTD.  ,A ,Q,542.55,547.75,534.50,543.25,543.25,543.00,1190,53285,28775678.00,
500092,CRISIL LTD  ,A ,Q,1889.95,1899.80,1875.00,1878.85,1875.05,1892.30,96,2994,5655626.00,
500093,CGPOWER     ,A ,Q,75.35,78.40,75.10,77.75,77.45,76.55,463,60439,4664206.00,
500096,DABUR (I)   ,A ,Q,324.50,333.75,322.70,327.00,327.00,324.60,1167,109521,35994795.00,
500097,DALMIASUG   ,B ,Q,67.90,68.50,64.00,64.30,64.30,68.60,425,39345,2605751.00,
500101,ARVIND Ltd  ,A ,Q,392.00,392.00,382.80,384.70,384.70,392.10,702,96935,37633454.00,
500102,BALARPUR IND,B ,Q,12.69,12.99,12.37,12.48,12.48,12.72,338,181127,2285702.00,
500103,BHEL        ,A ,Q,82.00,83.00,81.00,81.40,81.40,82.75,2110,364524,29875227.00,
500104,HIND.PETRO  ,A ,Q,346.00,348.00,339.20,344.15,344.15,346.55,1907,129004,44306893.00,
500106,IFCI LTD    ,A ,Q,20.05,20.25,19.55,19.75,19.75,20.15,1064,884162,17584819.00,
500108,MAHA.TELE   ,B ,Q,19.40,19.65,18.70,18.85,18.85,19.45,687,358824,6853125.00,
500109,MRPL        ,A ,Q,109.55,111.15,109.10,109.50,109.60,111.35,471,41978,4620006.00,
500110,CHENNAI PET.,A ,Q,325.00,333.00,322.65,328.50,328.50,327.10,749,41822,13754891.00,
500111,REL.CAP.    ,A ,Q,426.00,432.00,420.30,423.50,423.50,429.05,3912,319108,135986825.00,
500112,STATE BANK  ,A ,Q,252.40,255.90,249.15,250.10,250.10,253.85,9363,1095310,276205291.00,
500113,STEEL AUTH. ,A ,Q,72.60,72.60,69.75,70.20,70.20,73.20,2210,677980,48247019.00,
500114,TITAN       ,A ,Q,942.55,963.15,922.75,941.20,941.20,942.25,4408,196556,186667181.00,
500116,IDBI BANK L ,A ,Q,74.80,75.60,69.85,72.25,72.25,76.25,11911,9054856,670975226.00,
500117,DCW LTD.    ,B ,Q,32.25,32.25,30.75,30.85,30.85,32.35,251,136496,4266730.00,
500119,DHAMPUR SUGA,B ,Q,138.00,140.15,135.60,136.65,136.65,139.05,507,66397,9154350.00,
500120,DIAMINES&CHM,X ,Q,88.00,89.60,85.25,86.00,86.05,87.00,26,2462,215284.00,
500123,ELANTAS     ,B ,Q,2084.95,2085.00,2040.00,2041.75,2069.00,2091.20,61,175,357750.00,
500124,DR.REDDY'S  ,A ,Q,2113.00,2113.00,2075.00,2082.45,2082.45,2102.15,1156,18522,38623006.00,
500125,E.I.D.PAR   ,A ,Q,277.50,279.90,272.40,276.45,276.45,281.50,178,8420,2318655.00,
500126,MERCK LTD   ,B ,Q,1499.95,1510.00,1480.00,1504.65,1510.00,1497.20,126,745,1116519.00,
500128,ELEC.CASTING,B ,Q,25.20,25.20,24.35,24.40,24.40,25.45,195,87860,2167554.00,
500132,EMPEE SUGARS,XT,Q,2.61,2.61,2.37,2.37,2.37,2.49,46,72880,183269.00,
500133,ESAB INDIA  ,B ,Q,715.00,720.00,695.00,705.30,700.00,716.05,48,1089,774062.00,
500135,ESSEL PROP  ,B ,Q,239.65,247.90,235.10,240.45,240.00,239.65,82,2662,635401.00,
500136,ESTER INDUS.,B ,Q,66.90,67.60,64.00,67.10,67.10,66.65,426,44707,2937848.00,
500139,FEDDERELEC  ,B ,Q,62.90,62.90,60.15,61.35,61.35,63.00,158,21963,1357231.00,
500141,FERRO ALLOYS,X ,Q,8.31,8.56,8.09,8.11,8.11,8.51,297,147660,1215581.00,
500144,FINOL. CABLE,A ,Q,725.00,725.00,640.00,669.30,671.00,656.90,351,11150,7368318.00,
500147,CMI FPE     ,X ,Q,855.10,890.00,855.10,872.55,863.05,879.10,14,173,151346.00,
500148,UFLEX LTD   ,A ,Q,334.15,349.00,330.00,339.80,339.80,335.85,825,42871,14458154.00,
500150,FOSECO INDIA,B ,Q,1490.00,1505.00,1488.20,1501.70,1505.00,1478.65,37,436,650541.00,
500153,GANESH BENZO,X ,Q,83.70,85.00,81.15,82.15,82.15,83.30,487,67815,5640818.00,
500155,GARDEN SILK ,B ,Q,32.45,32.90,32.30,32.35,32.30,32.90,15,1820,59148.00,
500159,METROGLOBL  ,X ,Q,73.10,76.95,73.10,76.60,76.95,77.05,17,697,52845.00,
500160,GTL LTD.    ,B ,Q,10.26,12.30,10.10,11.37,11.26,10.49,296,69331,780114.00,
500163,GODFREY PH  ,A ,Q,818.30,848.00,814.95,820.95,820.95,827.35,708,14236,11833044.00,
500164,GODREJ IND  ,A ,Q,544.10,552.85,537.05,547.90,550.00,546.50,359,8983,4925632.00,
500165,KANSAI NERO ,A ,Q,490.00,508.00,475.00,504.20,504.20,490.40,823,24555,12172838.00,
500166,GOODRICKE   ,X ,Q,315.00,315.00,295.10,299.40,299.40,311.60,258,11426,3464939.00,
500168,GOODYEAR (I),B ,Q,1113.00,1124.00,1108.55,1111.85,1111.85,1136.50,398,5751,6414637.00,
500170,GTN INDUS   ,B ,Q,12.75,13.60,12.70,12.70,12.70,13.05,27,5092,66793.00,
500171,GHCL LTD    ,A ,Q,260.00,263.50,259.00,259.30,259.30,264.45,327,17618,4588150.00,
500173,GUJ.FLOURO  ,B ,Q,780.00,800.00,772.00,780.60,780.60,783.40,220,26428,21054159.00,
500179,HCL INFOSYS ,A ,Q,52.00,52.00,50.40,51.00,51.00,52.30,1056,337022,17310246.00,
500180,HDFC BANK   ,A ,Q,1889.85,1901.00,1877.50,1891.45,1891.45,1893.20,2318,83212,157299518.00,
500182,HEROMOTOCO  ,A ,Q,3450.00,3575.00,3440.05,3545.50,3545.50,3465.85,1709,19354,67952623.00,
500183,HIMACHAL FUT,A ,Q,26.30,26.35,25.70,25.90,25.90,26.60,1075,966245,25143799.00,
500184,HSCL        ,B ,Q,149.00,150.25,145.50,146.60,146.60,149.05,994,116582,17235100.00,
500185,HIND.CONSTN.,A ,Q,23.00,23.15,22.05,22.30,22.30,23.45,2688,1608527,36457335.00,
500186,HIND.OIL EXP,B ,Q,112.80,112.80,109.55,110.40,110.65,113.35,595,87749,9734159.00,
500187,HSIL        ,B ,Q,377.80,377.80,368.55,371.20,371.20,377.65,114,2592,963051.00,
500188,HINDUS.ZI   ,A ,Q,305.35,305.95,298.00,300.95,300.95,305.45,976,78823,23727088.00,
500189,HINDUJA VENT,B ,Q,654.65,677.90,654.65,669.10,674.00,652.90,71,1407,939982.00,
500191,HMT LTD.    ,Z ,Q,28.50,28.75,27.30,28.55,28.20,28.60,41,9271,259043.00,
500192,PRAG BOSIMI ,XT,Q,3.39,3.39,3.09,3.09,3.09,3.23,5,317,979.00,
500193,HOTEL LEELA.,B ,Q,17.50,17.50,17.10,17.15,17.15,17.55,94,28649,492532.00,
500199,I.G.PETRO   ,B ,Q,640.00,653.00,638.90,641.70,638.90,642.70,207,4410,2838645.00,
500201,IND.GLYCOLS ,B ,Q,453.10,466.50,450.60,452.25,452.25,459.55,391,15795,7246002.00,
500206,MARGO FIN   ,XT,Q,15.40,15.85,15.40,15.85,15.85,15.40,5,400,6198.00,
500207,INDO RAMA   ,B ,Q,30.20,30.20,28.50,29.25,29.30,29.90,111,34055,1001635.00,
500209,INFOSYS LTD ,A ,Q,1153.00,1153.00,1129.00,1134.40,1134.40,1152.80,2623,95733,109161313.00,
500210,INGERSOLL   ,B ,Q,658.45,665.00,651.90,653.90,657.20,665.25,97,2968,1959453.00,
500211,INSILCO LTD.,X ,Q,21.60,22.50,21.60,21.70,21.70,22.05,15,2290,49895.00,
500212,INTEG.FIN.SE,XT,Q,36.10,36.10,36.10,36.10,36.10,36.10,2,173,6245.00,
500213,INTER.TRAVEL,X ,Q,187.00,187.00,178.20,183.75,184.85,180.90,50,5519,999868.00,
500214,ION EXCHANGE,XT,Q,475.00,498.10,465.10,497.65,498.10,474.40,153,6775,3317671.00,
500215,AGRO TECH FO,B ,Q,655.00,655.00,628.50,632.40,632.40,663.60,100,3844,2498554.00,
500219,JAIN IRRIG  ,A ,Q,108.55,109.00,106.20,106.55,106.55,108.80,1497,376998,40616565.00,
500220,JASCH INDUST,X ,Q,68.50,69.40,66.10,67.30,68.00,68.40,44,6133,414577.00,
500223,JCT LTD     ,X ,Q,2.82,2.85,2.74,2.77,2.77,2.86,415,194978,542520.00,
500227,JINDAL POLYF,B ,Q,320.30,320.35,311.90,312.45,312.30,323.05,239,9177,2886338.00,
500228,JSWSL       ,A ,Q,292.55,296.85,283.05,288.05,288.05,298.35,1397,1488111,436123837.00,
500231,UMANG DAIR  ,B ,Q,77.00,77.00,72.30,74.25,74.25,77.25,109,9587,714252.00,
500233,KAJARIA CER.,A ,Q,577.10,580.00,564.00,567.05,567.25,579.35,600,22998,13110518.00,
500234,KAKATIYA CEM,B ,Q,225.35,266.90,223.20,251.35,251.35,227.20,1503,44364,11213625.00,
500235,KALYANI STEL,B ,Q,293.40,299.95,288.60,296.25,296.55,296.30,564,24220,7087717.00,
500238,WHIRLPOOL   ,A ,Q,1495.00,1540.00,1481.00,1513.55,1513.55,1505.20,384,4083,6153448.00,
500239,KG DENIM    ,X ,Q,48.00,48.00,44.15,45.50,45.50,48.15,107,23416,1092368.00,
500240,KINETIC ENG.,ST,Q,66.20,70.95,66.00,68.95,68.70,69.10,18,7863,533698.00,
500241,KIRL.BROS.  ,B ,Q,297.50,312.00,290.00,307.55,307.15,300.60,331,11056,3349927.00,
500243,KIRL INDUS  ,B ,Q,1194.05,1195.00,1172.50,1184.15,1177.00,1217.60,31,259,305646.00,
500245,KIRL.FERROUS,B ,Q,84.50,85.50,84.50,84.55,84.55,84.45,218,45536,3860456.00,
500247,KOTAK MAH.BK,A ,Q,1050.00,1069.00,1040.00,1048.60,1054.80,1049.00,3000,51232,53887429.00,
500249,KSB PUMPS   ,B ,Q,786.50,795.65,781.50,790.45,782.50,794.45,98,1122,884504.00,
500250,L.G.BALKRISH,B ,Q,1073.40,1075.00,1056.00,1070.05,1056.00,1064.25,15,59,63279.00,
500251,TRENT LTD.  ,A ,Q,341.00,348.80,340.25,346.15,346.15,342.00,77,1626,559227.00,
500252,LAKSHMI MACH,A ,Q,6690.05,6920.00,6680.00,6872.90,6872.90,6759.35,432,1362,9286301.00,
500253,LIC HOUS.FIN,A ,Q,550.00,563.00,532.00,535.15,535.15,551.80,1632,82393,44549019.00,
500254,UTTAMVALUE  ,B ,Q,0.20,0.21,0.20,0.21,0.21,0.20,121,3456834,715450.00,
500255,LML LTD.    ,B ,Q,6.15,6.25,5.78,5.94,5.94,6.08,157,86624,515054.00,
500257,LUPIN LTD.  ,A ,Q,749.90,755.00,733.00,736.40,736.40,748.10,2997,99220,73974430.00,
500259,LYKA LABS   ,B ,Q,46.50,46.50,45.50,45.85,45.55,46.30,45,8832,405108.00,
500260,RAMCOCEM    ,A ,Q,736.05,747.40,720.00,733.45,735.00,741.05,268,109521,80488774.00,
500264,MAFATLAL IND,X ,Q,260.10,274.40,260.00,261.00,261.00,261.50,16,1123,292353.00,
500265,MAH.SEAMLESS,B ,Q,427.20,428.00,420.00,425.35,426.50,427.85,85,1654,700492.00,
500266,MAH.SCOOTER ,B ,Q,2260.00,2317.15,2260.00,2280.45,2290.00,2290.40,80,706,1617357.00,
500267,MAJESTIC AUT,XT,Q,145.00,148.00,138.15,143.40,141.20,145.00,13,12544,1803379.00,
500268,MANALI PETRO,B ,Q,33.05,33.75,32.80,33.50,33.50,33.95,309,90351,3003017.00,
500271,MFSL        ,A ,Q,460.00,467.30,448.25,453.65,448.25,464.60,626,29153,13288789.00,
500277,MID INDIA IN,XT,Q,0.51,0.51,0.51,0.51,0.51,0.51,1,100,51.00,
500279,MIRC ELECT  ,B ,Q,46.10,47.80,45.05,46.20,46.20,46.55,524,95912,4493958.00,
500280,CENTURY ENKA,B ,Q,302.75,303.50,300.00,301.55,301.00,301.80,94,4082,1231895.00,
500284,LORDS CHLORO,XT,Q,48.15,52.80,48.15,50.50,50.50,50.30,41,17195,867578.00,
500285,SPICEJET LTD,B ,Q,125.95,126.70,124.10,125.15,125.15,125.95,8224,1206765,151464701.00,
500288,MOREPEN LAB.,B ,Q,31.50,31.50,30.60,30.85,30.85,31.65,466,209879,6512911.00,
500290,MRF LTD.    ,A ,Q,71846.40,73598.50,71619.70,72300.70,72390.00,72397.40,497,787,57230401.00,
500292,HEIDEL CEM  ,A ,Q,142.65,145.05,141.50,142.30,142.05,143.40,317,18097,2593141.00,
500294,NCC         ,A ,Q,121.90,121.90,117.00,117.65,117.65,121.65,1041,192249,22899304.00,
500295,VEDL        ,A ,Q,284.80,285.70,276.80,278.30,278.30,286.90,6615,398682,112371945.00,
500296,NAHAR SPG.  ,B ,Q,87.70,88.45,85.80,86.50,86.50,88.35,119,15804,1374770.00,
500298,NAT.PEROXIDE,B ,Q,2380.00,2415.00,2301.00,2337.00,2337.00,2416.30,135,1536,3629607.00,
500300,GRASIM IND. ,A ,Q,1081.00,1100.00,1029.75,1054.10,1054.10,1086.80,842,19053,20438575.00,
500302,PEL         ,A ,Q,2454.45,2470.00,2431.00,2440.50,2440.50,2456.00,1661,29848,73213390.00,
500304,NIIT LTD.   ,A ,Q,96.95,101.30,95.15,99.70,99.70,96.30,2997,375299,37359095.00,
500306,JAYKAY      ,ST,Q,5.75,5.77,5.75,5.77,5.77,5.50,7,3208,18509.00,
500307,NIRLON      ,B ,Q,207.65,211.75,199.00,199.50,200.00,198.65,30,8100,1615490.00,
500312,ONGC CORPN  ,A ,Q,178.00,178.85,176.15,177.80,177.80,179.60,1783,163343,28963154.00,
500313,OIL COUNTRY ,B ,Q,32.25,33.30,31.00,32.10,31.60,32.80,89,8560,273785.00,
500314,ORIENT HOTEL,B ,Q,42.60,42.80,41.70,41.80,41.70,42.15,45,9837,414534.00,
500315,ORINTAL BANK,A ,Q,92.50,95.90,91.05,91.60,91.60,94.35,1720,359958,33599706.00,
500317,OSWAL AGRO. ,T ,Q,12.49,13.35,12.49,13.00,13.04,13.14,29,16972,223351.00,
500319,INDIAN SUCRO,XT,Q,22.90,23.50,21.90,21.90,21.95,23.00,23,4057,89518.00,
500322,PANYAM CEMEN,X ,Q,40.00,40.85,38.50,38.60,38.50,40.60,86,37532,1461277.00,
500325,RELIANCE    ,A ,Q,895.05,896.00,881.00,882.80,882.80,899.95,7597,324237,287873194.00,
500327,PILITA      ,T ,Q,11.60,12.00,11.20,11.44,11.44,11.54,49,15075,175205.00,
500329,PENTAMED.G  ,X ,Q,0.53,0.57,0.53,0.56,0.56,0.55,71,127652,70817.00,
500330,RAYMOND     ,A ,Q,922.00,925.50,895.10,898.55,904.00,920.55,887,31419,28554312.00,
500331,PIDILITE    ,A ,Q,926.00,935.00,911.00,918.50,918.50,926.80,1121,31136,28835490.00,
500333,PIX TRANS   ,X ,Q,124.00,125.00,120.00,121.65,121.65,124.20,150,16232,1991276.00,
500335,BIRLA CORPN.,B ,Q,731.35,731.35,710.50,713.25,719.85,731.35,252,69751,49821849.00,
500336,SURYA ROSHNI,B ,Q,380.30,386.50,375.00,381.75,379.00,388.05,387,26517,10170445.00,
500337,PRIME SECUR.,B ,Q,49.00,49.50,47.15,47.50,48.30,50.00,76,8078,388731.00,
500338,PRISM CEMENT,B ,Q,112.50,114.70,107.00,108.65,107.90,113.25,633,91217,10046540.00,
500339,RAIN        ,A ,Q,381.90,383.35,372.85,374.10,374.10,384.00,2191,184448,69739366.00,
500343,AMJLAND     ,B ,Q,22.55,23.90,22.50,22.75,22.75,23.60,8,1100,25487.00,
500346,PUN.COMMUNI.,B ,Q,33.55,36.80,33.50,35.25,35.25,36.05,12,2160,74881.00,
500350,RSWM  LTD   ,B ,Q,330.00,334.15,326.70,329.90,328.10,339.55,50,1948,641752.00,
500354,RAJSH.SUGAR ,B ,Q,29.20,31.70,28.90,30.70,29.90,29.55,81,12312,367698.00,
500355,RALLIS INDIA,A ,Q,224.20,238.05,222.85,236.55,236.55,226.60,842,47069,10904192.00,
500356,RAMANEWS    ,B ,Q,25.55,25.55,24.50,24.50,24.50,25.50,77,15554,390629.00,
500358,RAMA PETRO  ,X ,Q,3.70,3.70,3.70,3.70,3.70,3.89,1,100,370.00,
500360,RAPICUT CARB,X ,Q,67.05,67.05,64.50,65.20,64.55,65.80,58,10128,659364.00,
500365,RMGALLOY    ,XT,Q,12.68,12.68,12.68,12.68,12.68,12.68,12,25006,317076.00,
500366,ROLTA (I)   ,B ,Q,59.20,59.20,57.20,57.45,57.45,58.85,660,136152,7866428.00,
500367,RUBFILA INT.,X ,Q,72.05,74.00,71.40,71.90,71.90,73.50,108,38687,2814163.00,
500368,RUCHI SOYA  ,B ,Q,16.40,16.40,15.75,15.85,16.00,16.40,281,310279,4985493.00,
500372,SAMTEL COL  ,Z ,Q,0.42,0.42,0.41,0.41,0.41,0.42,9,2920,1209.00,
500378,JINDAL SAW  ,A ,Q,121.15,122.35,117.60,119.00,117.60,122.75,716,121349,14556607.00,
500380,JK LAKSHMI  ,A ,Q,460.00,484.00,435.00,462.95,462.95,460.85,212,6175,2850299.00,
500387,SHREE CEMENT,A ,Q,16044.35,16318.65,16044.35,16181.50,16140.00,16138.70,118,296,4785657.00,
500390,REL INFRA   ,A ,Q,427.00,432.70,423.50,426.75,426.75,431.45,1693,131401,56216226.00,
500394,SOLID CARBID,XT,Q,0.33,0.33,0.33,0.33,0.33,0.34,3,3400,1122.00,
500399,STEELCO GUJ.,X ,Q,6.90,7.80,6.90,6.92,6.92,6.98,43,8552,60602.00,
500400,TATA POWER  ,A ,Q,80.00,80.35,78.80,79.35,79.35,80.00,1440,311940,24890496.00,
500402,SPMLINFRA   ,B ,Q,90.90,90.90,86.95,87.95,87.25,90.70,84,6439,567780.00,
500403,SUNDARAM FAS,A ,Q,560.75,567.35,549.00,551.85,555.00,561.85,350,9517,5287792.00,
500404,SUNFLAG IRON,B ,Q,76.40,76.75,74.70,75.25,75.25,77.80,522,128754,9760755.00,
500405,SUPREME PET ,B ,Q,319.10,325.00,316.95,320.90,325.00,324.85,61,3230,1030886.00,
500407,SWARAJ ENGIN,B ,Q,1961.00,2001.75,1960.00,1996.60,1994.05,1960.25,181,2063,4084126.00,
500408,TATA ELXSI  ,A ,Q,1005.00,1017.90,981.00,985.15,985.15,1006.35,1316,33625,33613692.00,
500410,ACC LTD     ,A ,Q,1505.00,1518.95,1503.30,1508.20,1508.20,1524.50,677,12283,18542905.00,
500411,THERMAX     ,A ,Q,1143.80,1151.00,1123.90,1130.75,1136.00,1133.05,152,1698,1918379.00,
500412,THIRUMALAI  ,B ,Q,1725.00,1738.00,1695.05,1707.70,1718.00,1734.30,367,5142,8807977.00,
500413,THOMAS COOK ,B ,Q,278.85,288.00,275.00,282.80,282.80,277.05,1159,101568,28608817.00,
500414,TIMEX GROUP ,XT,Q,42.45,44.80,42.45,43.15,44.20,44.10,81,94168,4034233.00,
500418,TOKYO PLAST ,B ,Q,82.65,87.00,76.10,80.15,79.60,87.15,310,14362,1162834.00,
500420,TORRENT PHAR,A ,Q,1248.10,1265.20,1236.20,1247.90,1247.90,1260.10,256,2428,3033853.00,
500422,TRANSCHEM   ,X ,Q,32.95,32.95,30.05,32.50,32.50,31.95,21,719,22229.00,
500425,AMBUJA CEME ,A ,Q,230.00,236.45,228.40,233.30,233.30,231.95,885,88348,20452035.00,
500426,UTLINDS     ,XT,Q,7.85,8.02,7.85,8.02,8.02,7.65,3,22,174.00,
500429,UNIPHOS ENT.,B ,Q,82.50,85.00,80.30,82.60,83.50,86.00,34,1176,97515.00,
500439,VARD HOLDNG ,B ,Q,3800.05,3849.95,3798.00,3798.00,3798.00,3850.00,11,39,148968.00,
500440,HINDALCO    ,A ,Q,217.00,217.00,212.75,214.20,214.20,218.55,2254,302176,64727512.00,
500444,WEST COAS PA,B ,Q,246.00,248.50,237.60,239.40,240.00,245.10,1032,10098,2431949.00,
500449,HIND.ORG.CHM,B ,Q,23.45,24.15,23.10,23.15,23.15,23.45,228,43790,1032895.00,
500450,MPIL CORP L ,X ,Q,192.10,201.00,182.40,182.40,182.40,192.00,9,163,31397.00,
500456,PAS.ACRYLON ,X ,Q,24.75,24.75,23.75,23.90,23.90,24.20,134,33680,811937.00,
500459,PROCTER &GAM,A ,Q,9227.70,9499.90,9227.70,9443.50,9443.50,9267.50,334,941,8834962.00,
500460,MUKAND LTD. ,B ,Q,58.70,59.65,58.15,58.55,58.55,58.70,153,27014,1587396.00,
500463,AGCNET      ,B ,Q,99.10,104.40,99.05,99.50,99.50,100.00,12,1031,103191.00,
500464,UCAL FUEL   ,B ,Q,242.00,242.00,234.25,234.75,234.25,240.90,248,16324,3862714.00,
500467,HARR.MALAYAL,B ,Q,73.90,74.75,72.55,73.55,73.50,73.95,33,2856,210888.00,
500469,FEDERAL BANK,A ,Q,90.55,90.95,89.15,89.35,89.35,91.00,1711,417434,37481053.00,
500470,TATA STEEL  ,A ,Q,580.60,583.75,565.50,570.90,570.90,590.05,10617,642572,367510920.00,
500472,SKF INDIA   ,A ,Q,1766.20,1766.20,1733.05,1742.65,1744.95,1751.05,55,575,1004598.00,
500477,ASHOK LEYL. ,A ,Q,143.60,146.70,143.60,145.30,145.30,144.65,7082,3678543,534017419.00,
500480,CUMMINS (I) ,A ,Q,709.95,723.90,670.95,701.15,701.15,702.70,6628,1529843,1045407052.00,
500483,TATA COMM   ,A ,Q,624.85,629.40,619.30,621.15,621.15,625.85,229,5517,3428803.00,
500488,ABBOTT (I)  ,B ,Q,5305.75,5469.50,5302.10,5449.10,5451.05,5362.75,84,306,1650806.00,
500490,BAJ HOLD INV,A ,Q,2600.10,2643.00,2500.00,2623.95,2623.95,2611.00,755,6857,17609113.00,
500493,BHARAT FORGE,A ,Q,698.00,704.25,695.30,700.15,699.50,705.20,935,23671,16575686.00,
500495,ESCORTS LTD.,A ,Q,822.00,824.00,815.10,818.35,818.35,826.00,1405,37132,30419790.00,
500500,HIND.MOTORS ,T ,Q,7.20,7.30,7.00,7.05,7.05,7.15,51,23017,163400.00,
500510,LARSEN & TOU,A ,Q,1303.90,1322.50,1293.20,1311.90,1311.90,1306.85,3570,119554,156014866.00,
500520,MAH & MAH   ,A ,Q,744.00,751.75,735.00,740.20,745.00,744.75,1131,51756,38254933.00,
500530,BOSCH LTD   ,A ,Q,17600.10,18515.00,17335.95,18136.65,18136.65,17705.95,633,1725,30890510.00,
500540,PREMIER LTD ,B ,Q,19.25,19.80,18.35,19.40,19.50,20.30,101,6882,130414.00,
500547,BHARAT PET. ,A ,Q,416.00,431.60,415.45,427.95,427.95,419.95,1584,113572,48252421.00,
500550,SIEMENS LTD.,A ,Q,1081.40,1104.30,1070.00,1073.05,1073.05,1096.60,622,13561,14702769.00,
500570,TATA MOTORS ,A ,Q,331.25,333.75,326.15,327.45,327.45,331.05,5269,494682,163278978.00,
500575,VOLTAS LTD  ,A ,Q,622.90,625.90,618.70,620.60,620.60,621.60,1239,49454,30758336.00,
